order,url,page_type,section,opt_a_link,opt_a_text,opt_a_img,opt_b_link,opt_b_text,opt_b_img,other_images,other_text,match_taxon,match_common,image_credits
110,http://archive.fieldmuseum.org/tanzania/SkinKey_end.asp?ID=38,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/Key_Images/Results_38a.jpg | http://archive.fieldmuseum.org/tanzania/Key_Images/Results_38b.jpg,['There are 2 species recorded in Tanzania: Scotoecus albofuscus (with pale-coloured wings) and Scotoecus hindei (with dark-coloured wings).  The short hair of the pelage and the enlarged penis of the males are characteristics of this genus. '],Scotoecus,,©B. Stanley | ©R. Banasiak
112,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=226,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_N_schlieffeni_226_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_N_schlieffeni_226_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_N_schlieffeni_226.jpg,,Nycticeinops,,
114,http://archive.fieldmuseum.org/tanzania/SkinKey_end.asp?ID=40,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/Key_Images/Results_40a.jpg | http://archive.fieldmuseum.org/tanzania/Key_Images/Results_40b.jpg,"['There are 4 species known in Tanzania: Neoromicia capensis, Neoromicia melckorum, Neoromicia rendalli and Neoromicia tenuipinnis.  These insectivorous bats are brown with black wings, short ears and stubby tragi.  They have only one upper incisor.  ']",Neoromicia,,©B. Stanley | ©R. Banasiak
115,http://archive.fieldmuseum.org/tanzania/SkinKey_end.asp?ID=37,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/Key_Images/Results_37a.jpg | http://archive.fieldmuseum.org/tanzania/Key_Images/Results_37b.jpg,"['There are 5 species recorded in Tanzania: Pipistrellus kuhlii, Pipistrellus nanus, Pipistrellus permixtus, Pipistrellus rueppellii and  Pipistrellus rusticus.  One of these (Pipistrellus nanus) is commonly found roosting in bananna leaves.']",Pipistrellus,,©B. Stanley | ©R. Banasiak
113,http://archive.fieldmuseum.org/tanzania/SkinKey.asp?catalog=2&setion=10&key=10,Option-page,Section: Vespertilionidae,http://archive.fieldmuseum.org/tanzania/SkinKey_end.asp?ID=40,"Option A
The color of the dorsal fur is brown.
Select",http://archive.fieldmuseum.org/tanzania/Key_Images/Vespert_2_10a.jpg,http://archive.fieldmuseum.org/tanzania/SkinKey_end.asp?ID=37,"Option B
The color of the dorsal fur is black.
Select",http://archive.fieldmuseum.org/tanzania/Key_Images/Vespert_2_10b.jpg,,,,,©B. Stanley | ©P. Lai
111,http://archive.fieldmuseum.org/tanzania/SkinKey.asp?catalog=2&setion=10&key=9,Option-page,Section: Vespertilionidae,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=226,"Option A
A. The shapes of the ears are triangular and the tragus is narrow with an indentation in the base.
B.  The muzzle is swollen and naked.
Select",http://archive.fieldmuseum.org/tanzania/Key_Images/Vespert_2_9a.jpg,http://archive.fieldmuseum.org/tanzania/SkinKey.asp?catalog=2&setion=10&key=10,"Option B
A. The shapes of the ears are not triangular and the tragus is not so narrow and has no indentation in the base.
B.  The muzzle is not swollen and naked.
Select",http://archive.fieldmuseum.org/tanzania/Key_Images/Vespert_2_9b.jpg,,,,,©P. Lai | ©P. Lai
109,http://archive.fieldmuseum.org/tanzania/SkinKey.asp?catalog=2&setion=10&key=8,Option-page,Section: Vespertilionidae,http://archive.fieldmuseum.org/tanzania/SkinKey_end.asp?ID=38,"Option A
A. The fur is very short.
B.  The penis in males is exceptionally long.
Select",http://archive.fieldmuseum.org/tanzania/Key_Images/Vespert_2_8a.jpg,http://archive.fieldmuseum.org/tanzania/SkinKey.asp?catalog=2&setion=10&key=9,"Option B
A. The fur is not very short.
B.  The penis in males is not exceptionally long.
Select",http://archive.fieldmuseum.org/tanzania/Key_Images/Vespert_2_8b.jpg,,,,,©B. Stanley | ©P. Lai
101,http://archive.fieldmuseum.org/tanzania/SkinKey.asp?catalog=2&setion=10&key=7,Option-page,Section: Vespertilionidae,http://archive.fieldmuseum.org/tanzania/SkinKey.asp?catalog=2&setion=10&key=13,"Option A
A. The forearm is longer than 40 mm.
B.  The ventral fur is yellow.
Select",http://archive.fieldmuseum.org/tanzania/Key_Images/Vespert_2_7a.jpg,http://archive.fieldmuseum.org/tanzania/SkinKey.asp?catalog=2&setion=10&key=8,"Option B
A. The forearm is longer or shorter than 40 mm.
B.  The ventral fur is not yellow.
Select",http://archive.fieldmuseum.org/tanzania/Key_Images/Vespert_2_7b.jpg,,,,,©P. Lai | ©P. Lai
99,http://archive.fieldmuseum.org/tanzania/SkinKey.asp?catalog=2&setion=10&key=6,Option-page,Section: Vespertilionidae,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=256,"Option A
The ears are approximately as long as half the length of the forearm.
Select",http://archive.fieldmuseum.org/tanzania/Key_Images/Vespert_2_6a.jpg,http://archive.fieldmuseum.org/tanzania/SkinKey.asp?catalog=2&setion=10&key=7,"Option B
The ears are much shorter than half the length of the forearm.
Select",http://archive.fieldmuseum.org/tanzania/Key_Images/Vespert_2_6b.jpg,,,,,©B. Stanley | ©P. Lai
93,http://archive.fieldmuseum.org/tanzania/SkinKey.asp?catalog=2&setion=10&key=5,Option-page,Section: Vespertilionidae,http://archive.fieldmuseum.org/tanzania/SkinKey.asp?catalog=2&setion=10&key=11,"Option A
A. The snout is elongate.
B.  The fur is long and the coloration pattern is either a red or a brown.
Select",http://archive.fieldmuseum.org/tanzania/Key_Images/Vespert_2_5a.jpg,http://archive.fieldmuseum.org/tanzania/SkinKey.asp?catalog=2&setion=10&key=6,"Option B
A. The snout is not elongate.
B.  The fur is either long or short but never with a red color to it.
Select",http://archive.fieldmuseum.org/tanzania/Key_Images/Vespert_2_5b.jpg,,,,,©P. Lai | ©P. Lai
91,http://archive.fieldmuseum.org/tanzania/SkinKey.asp?catalog=2&setion=10&key=4,Option-page,Section: Vespertilionidae,http://archive.fieldmuseum.org/tanzania/SkinKey_end.asp?ID=39,"Option A
A. The membrane of the wings and between the two back legs is a pattern of dark veins running through the light colored skin, OR...
B.  there is a light stripe of white or yellow running longitudinally along the body where the wings join the body.
C.  The snout is very short.
Select",http://archive.fieldmuseum.org/tanzania/Key_Images/Vespert_2_4a.jpg,http://archive.fieldmuseum.org/tanzania/SkinKey.asp?catalog=2&setion=10&key=5,"Option B
A. The membrane of the wings and between the two back legs is not a pattern of dark veins running through the light colored skin, and...
B.  there is no light stripe of white or yellow running longitudinally along the body where the wings join the body.
C.  The snout is not very short.
Select",http://archive.fieldmuseum.org/tanzania/Key_Images/Vespert_2_4b.jpg,,,,,©P. Lai | ©P. Lai
89,http://archive.fieldmuseum.org/tanzania/SkinKey.asp?catalog=2&setion=10&key=3,Option-page,Section: Vespertilionidae,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=257,"Option A
A. The wings are very short and narrow relative to the body.
B.  The head is very flat and broad.
Select",http://archive.fieldmuseum.org/tanzania/Key_Images/Vespert_2_3a.jpg,http://archive.fieldmuseum.org/tanzania/SkinKey.asp?catalog=2&setion=10&key=4,"Option B
A. The wings are not very short and narrow relative to the body.
B.  The head is not very flat and broad.
Select",http://archive.fieldmuseum.org/tanzania/Key_Images/Vespert_2_3b.jpg,,,,,©P. Lai | ©P. Lai
87,http://archive.fieldmuseum.org/tanzania/SkinKey.asp?catalog=2&setion=10&key=2,Option-page,Section: Vespertilionidae,http://archive.fieldmuseum.org/tanzania/SkinKey_end.asp?ID=34,"Option A
A. The ears are in the shape of a funnel.
B.  There is an indentation on the rear margin of the ear.
C.  The tragus is sharply pointed.
Select",http://archive.fieldmuseum.org/tanzania/Key_Images/Vespert_2_2a.jpg,http://archive.fieldmuseum.org/tanzania/SkinKey.asp?catalog=2&setion=10&key=3,"Option B
A. The ears are not in the shape of a funnel.
B.  There is no indentation on the rear margin of the ear.
C.  The tragus is not sharply pointed.
Select",http://archive.fieldmuseum.org/tanzania/Key_Images/Vespert_2_2b.jpg,,,,,©P. Lai | ©P. Lai
85,http://archive.fieldmuseum.org/tanzania/SkinKey.asp?catalog=2&setion=10&key=1,Option-page,Section: Vespertilionidae,http://archive.fieldmuseum.org/tanzania/SkinKey_end.asp?ID=35,"Option A
The last bone in the third digit of the wing is approximately three times the length of the bone next to the last bone, such that the wing can fold back on itself.
Select",http://archive.fieldmuseum.org/tanzania/Key_Images/Vespert_2_1a.jpg,http://archive.fieldmuseum.org/tanzania/SkinKey.asp?catalog=2&setion=10&key=2,"Option B
The last bone in the third digit of the wing is not more than twice the length of the bone next to the last bone.
Select",http://archive.fieldmuseum.org/tanzania/Key_Images/Vespert_2_1b.jpg,,,,,©P. Lai | ©P. Lai
118,http://archive.fieldmuseum.org/tanzania/SkinKey_end.asp?ID=28,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/Key_Images/Results_28a.jpg | http://archive.fieldmuseum.org/tanzania/Key_Images/Results_28b.jpg,"['There is 1 species recorded from Tanzania: Coleura afra.  The tail is more upright than the tail of Taphozous, and the nose extends far forward over the mouth.  Coleura has a total of 6 lower incisors...Taphozous has 4.']",Coleura,,"©P. Lai, FMNH 152427 | ©R. Banasiak, FMNH 152441"
119,http://archive.fieldmuseum.org/tanzania/SkinKey_end.asp?ID=20,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/Key_Images/Results_20a.jpg | http://archive.fieldmuseum.org/tanzania/Key_Images/Results_20b.jpg,"['There are 4 species recorded in Tanzania: Taphozous hildegardeae, Taphozous mauritianus, Taphozous nudiventris and  Taphozous perforatus.  Look for the pocket of skin just under the wrist and four lower incisors to distinguish this genus from Coleura.']",Taphozous,,©B. Stanley | ©R. Banasiak
117,http://archive.fieldmuseum.org/tanzania/SkinKey.asp?catalog=2&setion=7&key=1,Option-page,Section: Emballonuridae,http://archive.fieldmuseum.org/tanzania/SkinKey_end.asp?ID=28,"Option A
A. The length of the forearm is shorter than 56 mm.
B.  There is no small section of skin that stretches between the end of the forearm and the base of the last digit on the underside of the wing.
Select",http://archive.fieldmuseum.org/tanzania/Key_Images/Emballon_2_1a.jpg,http://archive.fieldmuseum.org/tanzania/SkinKey_end.asp?ID=20,"Option B
A. The length of the forearm is longer than 56 mm.
B.  There is a small section of skin that stretches between the end of the forearm and the base of the last digit on the underside of the wing.
Select",http://archive.fieldmuseum.org/tanzania/Key_Images/Emballon_2_1b.jpg,,,,,©P. Lai | ©P. Lai
121,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=219,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_O_martiensseni_219_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_O_martiensseni_219_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_O_martiensseni_219.jpg,,Otomops,,
123,http://archive.fieldmuseum.org/tanzania/SkinKey_end.asp?ID=48,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/Key_Images/Results_48a.jpg | http://archive.fieldmuseum.org/tanzania/Key_Images/Results_48b.jpg,"['There are 3 species recorded from Tanzania: Tadarida aegyptiaca, Tadarida fulminans and Tadarida ventralis.  Look for the large emargination at the front of the palate to distinguish this bat.']",Tadarida,,©P. Lai | ©R. Banasiak
125,http://archive.fieldmuseum.org/tanzania/SkinKey_end.asp?ID=47,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/Key_Images/Results_47a.jpg | http://archive.fieldmuseum.org/tanzania/Key_Images/Results_47b.jpg,"['There are 4 species recorded in Tanzania: Mops brachyptera, Mops condylurus, Mops niveiventer and Mops thersites.  The ears are joined at the base, but the only way to positively identify this genus is to examine the last tooth in the upper toothrow, which is reduced.']",Mops   ,,©P. Lai | ©R. Banasiak
126,http://archive.fieldmuseum.org/tanzania/SkinKey_end.asp?ID=45,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/Key_Images/Results_45a.jpg | http://archive.fieldmuseum.org/tanzania/Key_Images/Results_45b.jpg,"['There are 6 species recorded from Tanzania: Chaerephon ansorgei, Chaerephon bemmeleni, Chaerephon bivittata, Chaerephon major, Chaerephon nigeriae and Chaerephon pumila.  These bats have wrinkled lips and ears that join together on the top of the rostrum.  Look for a band of light colored fur under the wing where it joins the body.']",Chaerephon,,©B. Stanley | ©R. Banasiak
124,http://archive.fieldmuseum.org/tanzania/SkinKey.asp?catalog=2&setion=11&key=3,Option-page,Section: Molossidae,http://archive.fieldmuseum.org/tanzania/SkinKey_end.asp?ID=47,"Option A
A. On either side of the upper jaw, the tooth behind the canine is minute and on the outside of the line of the teeth on either side of it (the canine and the posterior premolar) such that the canine and the posterior premolar are nearly in contact.
B. The posterior ridge of the last tooth on either side of the upper jaw is short (about 1/2,or less the length of the ridge next to it).
Select",http://archive.fieldmuseum.org/tanzania/Key_Images/Moloss_2_3a.jpg,http://archive.fieldmuseum.org/tanzania/SkinKey_end.asp?ID=45,"Option B
A. On either side of the upper jaw, the tooth behind the canine may be small, but is in line with the teeth on either side of it (the canine and the posterior premolar) such that the canine and the posterior premolar are definitely separated.
B. The posterior ridge of the last tooth on either side of the upper jaw is at least 1/2 (if not more) than the length of the ridge next to it.
Select",http://archive.fieldmuseum.org/tanzania/Key_Images/Moloss_2_3b.jpg,,,,,©R. Banasiak | ©R. Banasiak
122,http://archive.fieldmuseum.org/tanzania/SkinKey.asp?catalog=2&setion=11&key=2,Option-page,Section: Molossidae,http://archive.fieldmuseum.org/tanzania/SkinKey_end.asp?ID=48,"Option A
The internal margins of the two ears come together at the base, but there is no band of skin between the two ears.
Select",http://archive.fieldmuseum.org/tanzania/Key_Images/Moloss_2_2a.jpg,http://archive.fieldmuseum.org/tanzania/SkinKey.asp?catalog=2&setion=11&key=3,"Option B
There is a band of skin between the internal margins of the two ears at the base.
Select",http://archive.fieldmuseum.org/tanzania/Key_Images/Moloss_2_2b.jpg,,,,,©P. Lai | ©P. Lai
120,http://archive.fieldmuseum.org/tanzania/SkinKey.asp?catalog=2&setion=11&key=1,Option-page,Section: Molossidae,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=219,"Option A
A. The ears are longer than 35mm.
B.  The forearm is longer than 60 mm.
C.  The front and back parts of the body are dark with a pale margin in between the two regions.
Select",http://archive.fieldmuseum.org/tanzania/Key_Images/Moloss_2_1a.jpg,http://archive.fieldmuseum.org/tanzania/SkinKey.asp?catalog=2&setion=11&key=2,"Option B
A. The ears are shorter than 35mm.
B.  The forearm is shorter than 60 mm.
C.  The dorsal aspect of the body is all the same color.
Select",http://archive.fieldmuseum.org/tanzania/Key_Images/Moloss_2_1b.jpg,,,,,©P. Lai | ©P. Lai
116,http://archive.fieldmuseum.org/tanzania/SkinKey.asp?catalog=2&setion=6&key=6,Option-page,Section: Microchiroptera,http://archive.fieldmuseum.org/tanzania/SkinKey.asp?catalog=2&setion=7&key=1,"Option A
The back end of the tail is free of, and emerges from the middle of the upper surface of the membrane that stretches between the two hind feet.
Select",http://archive.fieldmuseum.org/tanzania/Key_Images/Chiro_Micro_2_6a.jpg,http://archive.fieldmuseum.org/tanzania/SkinKey.asp?catalog=2&setion=11&key=1,"Option B
The tail is either entirely free or partially free.  If the latter, then the free end of the tail emerges from the back edge of the membrane that stretches between the two hind feet, and not from the middle.
Select",http://archive.fieldmuseum.org/tanzania/Key_Images/Chiro_Micro_2_6b.jpg,,,,,©P. Lai | ©P. Lai
84,http://archive.fieldmuseum.org/tanzania/SkinKey.asp?catalog=2&setion=6&key=5,Option-page,Section: Microchiroptera,http://archive.fieldmuseum.org/tanzania/SkinKey.asp?catalog=2&setion=10&key=1,"Option A
The tail is fully enclosed in the membrane that stretches between the two hind feet.
Select",http://archive.fieldmuseum.org/tanzania/Key_Images/Chiro_Micro_2_5a.jpg,http://archive.fieldmuseum.org/tanzania/SkinKey.asp?catalog=2&setion=6&key=6,"Option B
The tail is either entirely, or partially free of the membrane that stretches between the two hind feet.
Select",http://archive.fieldmuseum.org/tanzania/Key_Images/Chiro_Micro_2_5b.jpg,,,,,©P. Lai | ©P. Lai
34,http://archive.fieldmuseum.org/tanzania/SkinKey.asp?catalog=2&setion=6&key=2,Option-page,Section: Microchiroptera,http://archive.fieldmuseum.org/tanzania/SkinKey.asp?catalog=2&setion=6&key=3,"Option A
There are fleshy projections or ""nose-leaves"" on the muzzle of the face.
Select",http://archive.fieldmuseum.org/tanzania/Key_Images/Chiro_Micro_2_2a.jpg,http://archive.fieldmuseum.org/tanzania/SkinKey.asp?catalog=2&setion=6&key=5,"Option B
There are no fleshy projections or ""nose-leaves"" on the muzzle of the face.
Select",http://archive.fieldmuseum.org/tanzania/Key_Images/Chiro_Micro_2_2b.jpg,,,,,©P. Lai & B. Stanley | ©P. Lai
30,http://archive.fieldmuseum.org/tanzania/SkinKey.asp?catalog=2&setion=6&key=1,Option-page,Section: Microchiroptera,http://archive.fieldmuseum.org/tanzania/SkinKey.asp?catalog=2&setion=9&key=1,"Option A
There is a membrane that stretches between the two hind legs, but there is no visible tail, either within the membrane or emerging from it.
Select",http://archive.fieldmuseum.org/tanzania/Key_Images/Chiro_Micro_2_1a.jpg,http://archive.fieldmuseum.org/tanzania/SkinKey.asp?catalog=2&setion=6&key=2,"Option B
There is a tail visible that is either fully or partially enclosed in the membrane that stretches between the two hind feet.
Select",http://archive.fieldmuseum.org/tanzania/Key_Images/Chiro_Micro_2_1b.jpg,,,,,©P. Lai | ©P. Lai
2,http://archive.fieldmuseum.org/tanzania/SkinKey.asp?catalog=2&setion=4&key=1,Option-page,Section: Chiroptera,http://archive.fieldmuseum.org/tanzania/SkinKey.asp?catalog=2&setion=5&key=1,"Option A
There is a claw at the end of the second digit that is exposed on the edge of the wing.  DO NOT CONFUSE IT WITH THE CLAW ON THE THUMB.
Select",http://archive.fieldmuseum.org/tanzania/Key_Images/Chirop_2_1a.jpg,http://archive.fieldmuseum.org/tanzania/SkinKey.asp?catalog=2&setion=6&key=1,"Option B
There is no claw at the end of the second digit.  THERE IS A CLAW ON THE THUMB..
Select",http://archive.fieldmuseum.org/tanzania/Key_Images/Chirop_2_1b.jpg,,,,,©P. Lai | ©P. Lai
129,http://archive.fieldmuseum.org/tanzania/SkinKey_end.asp?ID=161,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/Key_Images/Results_161a.jpg | http://archive.fieldmuseum.org/tanzania/Key_Images/Results_161b.jpg,['There is only 1 species in the genus: Dugong dugon.\r\nThe dugong is a resident of the mouths of rivers or bays along the coast.'],Dugong,,"©R. Banasiak | ©R. Banasiak & P. Lai, FMNH 15561, 65744"
132,http://archive.fieldmuseum.org/tanzania/SkinKey_end.asp?ID=163,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/Key_Images/Results_163a.jpg | http://archive.fieldmuseum.org/tanzania/Key_Images/Results_163b.jpg,['There is 1 species known in Tanzania: Eubalaena australis.\r\nThis whale is recognizable because of the mouth is acutely arched.'],Eubalaena,,©M. Svendsen | ©R. Banasiak
134,http://archive.fieldmuseum.org/tanzania/SkinKey_end.asp?ID=165,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/Key_Images/Results_165a.jpg | http://archive.fieldmuseum.org/tanzania/Key_Images/Results_165b.jpg,"[""There are 4 species known in Tanzania: Balaenoptera borealis (Sei Whale), Balaenoptera edeni (Bryde's or Tropical Whale), Balaenoptera musculus (Blue Whale), and Balaenoptera physalus (Fin Whale).""]",Balaenoptera,,©B. Mehl | ©B. Stanley
135,http://archive.fieldmuseum.org/tanzania/SkinKey_end.asp?ID=164,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/Key_Images/Results_164a.jpg | http://archive.fieldmuseum.org/tanzania/Key_Images/Results_164b.jpg,['There is 1 species known in Tanzania: Megaptera novaeangliae.\r\nThe Humpback is recognizable from the long flippers with bumps on the leading edge.'],Megaptera,,©B. Mehl | ©B. Stanley
133,http://archive.fieldmuseum.org/tanzania/SkinKey.asp?catalog=2&setion=21&key=2,Option-page,Section: Mysticeti,http://archive.fieldmuseum.org/tanzania/SkinKey_end.asp?ID=165,"Option A
A. The flipper is smooth on the front edge and is less than 1/4 the length of the head and body. 
B. The end of the tail is smooth

Select",http://archive.fieldmuseum.org/tanzania/Key_Images/Mysticeti_2_2a.jpg,http://archive.fieldmuseum.org/tanzania/SkinKey_end.asp?ID=164,"Option B
A. The flipper has bumps on the front edge and is greater than 1/4 the length of the head and body.
B. The end of the tail has bumps along the margin.
Select",http://archive.fieldmuseum.org/tanzania/Key_Images/Mysticeti_2_2b.jpg,,,,,©B. Mehl | ©M. Svendsen
131,http://archive.fieldmuseum.org/tanzania/SkinKey.asp?catalog=2&setion=21&key=1,Option-page,Section: Mysticeti,http://archive.fieldmuseum.org/tanzania/SkinKey_end.asp?ID=163,"Option A
A.  There is no dorsal fin present.
B.  There are no throat grooves present.
C.  The line of the mouth is significantly arched.
Select",http://archive.fieldmuseum.org/tanzania/Key_Images/Mysticeti_2_1a.jpg,http://archive.fieldmuseum.org/tanzania/SkinKey.asp?catalog=2&setion=21&key=2,"Option B
A.  There is a dorsal fin present.
B.  There are throat grooves present.
C.  The line of the mouth is not significantly arched.
Select",http://archive.fieldmuseum.org/tanzania/Key_Images/Mysticeti_2_1b.jpg,,,,,©M. Svendsen | ©B. Mehl & M. Svendsen
138,http://archive.fieldmuseum.org/tanzania/SkinKey_end.asp?ID=197,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/Key_Images/Results_197a.jpg | http://archive.fieldmuseum.org/tanzania/Key_Images/Results_197b.jpg,"['There is 1 species recorded in Tanzania: Physeter macrocephalus.  This unique whale is the species that was featured in the classic novel ""Moby Dick"".  ']",Physeter,,©J. Howland | ©R. Banasiak
139,http://archive.fieldmuseum.org/tanzania/SkinKey_end.asp?ID=208,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/Key_Images/Results_208a.jpg | http://archive.fieldmuseum.org/tanzania/Key_Images/Results_208b.jpg,['There is 1 species recorded in Tanzania: Kogia breviceps.  Like the bigger sperm whale the skull of this whale is asymetrical in that one nostril is much larger than the other.  Look at the dorsal view of the skull (left in the picture; ventral view is right).'],Kogia,,©J. Howland | ©B. Stanley
137,http://archive.fieldmuseum.org/tanzania/SkinKey.asp?catalog=2&setion=22&key=2,Option-page,Section: Odontoceti,http://archive.fieldmuseum.org/tanzania/SkinKey_end.asp?ID=197,"Option A
A. The greatest length of the animal is longer than 5 metres.
B.  There is no dorsal fin, but a series of bumps along the rear of the back.
Select",http://archive.fieldmuseum.org/tanzania/Key_Images/Odontoceti_2_2a.jpg,http://archive.fieldmuseum.org/tanzania/SkinKey_end.asp?ID=208,"Option B
A. The greatest length of the animal is shorter than 5 metres.
B.  There is a dorsal fin, and no bumps along the rear of the back.
Select",http://archive.fieldmuseum.org/tanzania/Key_Images/Odontoceti_2_2b.jpg,,,,,©J. Howland | ©J. Howland
142,http://archive.fieldmuseum.org/tanzania/SkinKey_end.asp?ID=199,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/Key_Images/Results_199a.jpg | http://archive.fieldmuseum.org/tanzania/Key_Images/Results_199b.jpg,['There is 1 species recorded in Tanzania: Sousa chinensis.  The raised ridge along the back of this marine mammal is characteristic.  Do not confuse the common name of this dolphin with that of the Humpback Whale (Megaptera).'],Sousa,,©P. Hamilton | ©B. Stanley
144,http://archive.fieldmuseum.org/tanzania/SkinKey_end.asp?ID=200,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/Key_Images/Results_200a.jpg | http://archive.fieldmuseum.org/tanzania/Key_Images/Results_200b.jpg,['There is 1 species recorded in  Tanzania: Steno bredanensis.  The very fine cracks and striations on the teeth of this dolphin give it the common name and distinguish it from other dolphins.'],Steno,,©P. Hamilton | ©P. Lai
146,http://archive.fieldmuseum.org/tanzania/SkinKey_end.asp?ID=201,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/Key_Images/Results_201a.jpg | http://archive.fieldmuseum.org/tanzania/Key_Images/Results_201b.jpg,['There is 1 species recorded in Tanzania:  Lagenodelphis hosei.  The short snout of this dolphin is characteristic.'],Lagenodelphis,,©P. Hamilton | ©B. Stanley
148,http://archive.fieldmuseum.org/tanzania/SkinKey_end.asp?ID=202,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/Key_Images/Results_202a.jpg | http://archive.fieldmuseum.org/tanzania/Key_Images/Results_202b.jpg,"['There are 2 species recorded in Tanzania: Stenella attenuata and Stenella longirostris.  Look for either an elongated beak and tall erect dorsal fin (in Stenella longirostris, the Spinner Dolphin) or spots on the side (in Stenella attenuata, the Bridled Dolphin).']",Stenella,,©P. Hamilton | ©P. Lai
150,http://archive.fieldmuseum.org/tanzania/SkinKey_end.asp?ID=203,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/Key_Images/Results_203a.jpg | http://archive.fieldmuseum.org/tanzania/Key_Images/Results_203b.jpg,['There is 1 species recorded from Tanzania: Delphinus delphis.  Little is known about the distribution of this species along the coast of Tanzania.  Look for the striking coloration pattern on the side of the animal.'],Delphinus,,©M. Svendsen | ©P. Lai
151,http://archive.fieldmuseum.org/tanzania/SkinKey_end.asp?ID=211,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/Key_Images/Results_211a.jpg | http://archive.fieldmuseum.org/tanzania/Key_Images/Results_211b.jpg,['There is 1 species recorded in Tanzania: Tursiops truncatus.  This is probably the most familiar of all the dolphins because of the number of this species in zoos around the world.'],Tursiops,,©P. Hamilton | ©R. Banasiak & P. Lai
149,http://archive.fieldmuseum.org/tanzania/SkinKey.asp?catalog=2&setion=22&key=11,Option-page,Section: Odontoceti,http://archive.fieldmuseum.org/tanzania/SkinKey_end.asp?ID=203,"Option A
The body has a striking pattern of light and dark colouration.
Select",http://archive.fieldmuseum.org/tanzania/Key_Images/Odontoceti_2_11a.jpg,http://archive.fieldmuseum.org/tanzania/SkinKey_end.asp?ID=211,"Option B
The body does not have a striking pattern of light and dark colouration.
Select",http://archive.fieldmuseum.org/tanzania/Key_Images/Odontoceti_2_11b.jpg,,,,,©M. Svendsen | ©P. Hamilton
147,http://archive.fieldmuseum.org/tanzania/SkinKey.asp?catalog=2&setion=22&key=10,Option-page,Section: Odontoceti,http://archive.fieldmuseum.org/tanzania/SkinKey_end.asp?ID=202,"Option A
The body is spotted or has a relatively long beak and an erect triangular dorsal fin.
Select",http://archive.fieldmuseum.org/tanzania/Key_Images/Odontoceti_2_10a.jpg,http://archive.fieldmuseum.org/tanzania/SkinKey.asp?catalog=2&setion=22&key=11,"Option B
The body is not spotted nor does it have an elongate beak or an erect triangular dorsal fin.
Select",http://archive.fieldmuseum.org/tanzania/Key_Images/Odontoceti_2_10b.jpg,,,,,©P. Hamilton | ©P. Hamilton & M. Svendsen
145,http://archive.fieldmuseum.org/tanzania/SkinKey.asp?catalog=2&setion=22&key=9,Option-page,Section: Odontoceti,http://archive.fieldmuseum.org/tanzania/SkinKey_end.asp?ID=201,"Option A
The beak is extremely short and the flippers and tail are very small. 
Select",http://archive.fieldmuseum.org/tanzania/Key_Images/Odontoceti_2_9a.jpg,http://archive.fieldmuseum.org/tanzania/SkinKey.asp?catalog=2&setion=22&key=10,"Option B
The beak is not short and the flippers and tail are not very small. 
Select",http://archive.fieldmuseum.org/tanzania/Key_Images/Odontoceti_2_9b.jpg,,,,,©P. Hamilton | ©P. Hamilton
